,Game,url,ProductID,System,xCloud,Status,Removed,Release,Metacritic,Genre_x,Series_X_S,ESRB_x,ESRB_Content_Descriptors,Community_Notes,asset_count,developer,has_gamepass_remediation,is_xpa,prices,publisher,release_date,rating_30_days.AggregateTimeSpan,rating_30_days_avg,rating_30_days.PlayCount,rating_30_days.PurchaseCount,rating_30_days_count,rating_30_days.RentalCount,rating_30_days.TrialCount,rating_7_days.AggregateTimeSpan,rating_7_days_avg,rating_7_days.PlayCount,rating_7_days.PurchaseCount,rating_7_days_count,rating_7_days.RentalCount,rating_7_days.TrialCount,rating_alltime.AggregateTimeSpan,rating_alltime_avg,rating_alltime.PlayCount,rating_alltime.PurchaseCount,rating_alltime_count,rating_alltime.RentalCount,rating_alltime.TrialCount,current_price,days_since_release,days_since_gp_add,momentum,discovery_capture,quality_retention,rating_trend_7d_vs_alltime,is_day_one_gp,Genre,genre_median_momentum,lift_vs_genre_momentum,conditioned_median_momentum,lift_vs_rating_momentum,zscore_momentum,genre_median_discovery_capture,lift_vs_genre_discovery_capture,conditioned_median_discovery_capture,lift_vs_rating_discovery_capture,zscore_discovery_capture,genre_median_quality_retention,lift_vs_genre_quality_retention,conditioned_median_quality_retention,lift_vs_rating_quality_retention,zscore_quality_retention,party_type
334,Yakuza 6: The Song of Life,https://www.xbox.com/en-us/games/store/Yakuza-6-The-Song-of-Life/9NK3ZFC5R579,9NK3ZFC5R579,Xbox / PC,Touch Controls,Removed,Mar 2025,Dec 2016,83,RPG / Brawler / Action-Adventure,FPS Boost,M,"Use of Alcohol, Blood, Sexual Content, Partial Nudity, Strong Language, Intense Violence",,14,sega,False,,,sega,2021-03-25T00:00:00.0000000Z,30Days,5.0,0.0,0,5,0,0,7Days,5.0,0.0,0,1,0,0,AllTime,4.1,0.0,0,1557,0,0,19.99,3341,1790,20.0,0.06,0.9,0.9,False,RPG / Brawler / Action-Adventure,14.29,5.710000000000001,17.145,,,0.06,0.0,0.075,,,0.4,0.5,0.65,,,3rd Party
335,Space Engineers,https://www.xbox.com/en-us/games/store/Space-Engineers/9NLV3X229LG1,9NLV3X229LG1,Xbox / PC,Yes,Removed,Feb 2025,Apr 2020,68,Sandbox,No relation,T,"Drug Reference, Fantasy Violence, Mild Language",,56,keen software house,False,,,keen software house,2020-04-15T18:00:00.0000000Z,30Days,4.1,0.0,0,17,0,0,7Days,4.4,0.0,0,8,0,0,AllTime,3.5,0.0,0,3921,0,0,19.99,2124,723,47.06,0.2,0.6,0.9,False,Sandbox,23.53,23.53,47.06,,,0.1,0.1,0.2,,,0.04999999999999999,0.55,0.6,,,3rd Party
336,Maneater,https://www.xbox.com/en-us/games/store/Maneater/9P5B81KVDGP1,9P5B81KVDGP1,Xbox / PC,Yes,Removed,Feb 2025,May 2020,71,Action / RPG,Optimized,M,"Blood and Gore, Mild Language, Drug Reference, Intense Violence, Mature Humor",,33,tripwire interactive,False,,,tripwire interactive llc,2020-05-22T00:00:00.0000000Z,30Days,4.6,0.0,0,40,0,0,7Days,4.3,0.0,0,11,0,0,AllTime,4.1,0.0,0,12513,0,0,39.99,2094,723,27.5,0.09,0.5,0.2,False,Action / RPG,0.0,27.5,14.525,,,0.0,0.09,0.06,,,0.1,0.4,0.45,,,3rd Party
337,GRIS,https://www.xbox.com/en-us/games/store/Gris/9NHHP2H0ZP98,9NHHP2H0ZP98,Xbox / PC,Yes,Removed,Feb 2025,Dec 2018,84,Puzzle / Platformer,No relation,E,,,11,nomada studio,False,,,devolver digital,2020-01-23T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.7,0.0,0,3241,0,0,16.99,2611,876,0.0,0.0,-4.7,-4.7,False,Puzzle / Platformer,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-3.55,-1.1500000000000004,-3.7,,,3rd Party
338,Yakuza 3: Remastered,https://www.xbox.com/en-us/games/store/Yakuza-3-Remastered/9N3460XCS8BC,9N3460XCS8BC,Xbox / PC,Touch Controls,Removed,Feb 2025,Aug 2019,77,RPG / Brawler / Action-Adventure,No relation,M,"Use of Alcohol, Blood, Sexual Themes, Strong Language, Violence",,16,sega,False,,,sega,2021-01-28T00:00:00.0000000Z,30Days,4.0,0.0,0,7,0,0,7Days,5.0,0.0,0,1,0,0,AllTime,3.6,0.0,0,1055,0,0,19.99,2368,1849,14.29,0.09,0.4,1.4,False,RPG / Brawler / Action-Adventure,14.29,0.0,17.145,,,0.06,0.03,0.075,,,0.4,0.0,0.65,,,3rd Party
339,Tales of Arise,https://www.xbox.com/en-us/games/store/Tales-of-Arise/9P91PLSLZBKW,9P91PLSLZBKW,Xbox / PC,Yes,Removed,Feb 2025,Sep 2021,87,RPG,No relation,T,"Alcohol Reference, Blood, Language, Suggestive Themes, Violence",,19,bandai namco,False,,,bandai namco,2021-09-10T04:00:00.0000000Z,30Days,4.0,0.0,0,5,0,0,7Days,3.0,0.0,0,2,0,0,AllTime,4.5,0.0,0,1000,0,0,39.99,1606,723,40.0,0.2,-0.5,-1.5,False,RPG,11.11,28.89,0.0,,,0.02,0.18000000000000002,0.0,,,-0.2,-0.3,-0.25,,,3rd Party
340,Bloodstained: Ritual of the Night,https://www.xbox.com/en-us/games/store/Bloodstained-Ritual-of-the-Night/9P9K78101LCW,9P9K78101LCW,Xbox / PC,Yes,Removed,Feb 2025,Jun 2019,84,RPG / Platformer / Action-Adventure,No relation,T,"Blood, Partial Nudity, Violence",,18,artplay,False,,,505 games,2019-06-18T04:00:00.0000000Z,30Days,4.2,0.0,0,8,0,0,7Days,4.7,0.0,0,3,0,0,AllTime,4.3,0.0,0,3161,0,0,39.99,2429,723,37.5,0.09,-0.1,0.4,False,RPG / Platformer / Action-Adventure,37.5,0.0,37.5,,,0.09,0.0,0.09,,,-0.1,0.0,-0.1,,,3rd Party
341,EA Sports UFC 3,https://www.xbox.com/en-us/games/store/EA-SPORTS-UFC/BXLW311NX101,BXLW311NX101,Xbox,None,Removed,Feb 2025,Feb 2018,77,Sports / Fighting,No relation,T,"Blood, Suggestive Themes, Violence, Language",,16,electronic arts,False,,,electronic arts,2014-06-17T00:00:00.0000000Z,30Days,5.0,0.0,0,1,0,0,7Days,5.0,0.0,0,1,0,0,AllTime,4.0,0.0,0,10567,0,0,0.0,2914,1910,100.0,0.01,1.0,1.0,False,Sports / Fighting,66.66499999999999,33.33500000000001,66.66499999999999,,,0.034999999999999996,-0.024999999999999994,0.034999999999999996,,,0.25,0.75,0.25,,,3rd Party
342,Broforce Forever,https://www.xbox.com/en-us/games/store/Broforce/9P03ZQMBMV65,9P03ZQMBMV65,Xbox / PC,Yes,Removed,Jan 2025,Aug 2023,80,Action / Shooter / Platformer,No relation,RP,"BloGor, MilLan, UseTob, Vio",,25,free lives,False,,,devolver digital,2019-06-09T07:00:00.0000000Z,30Days,4.4,0.0,0,13,0,0,7Days,4.7,0.0,0,3,0,0,AllTime,4.2,0.0,0,3547,0,0,14.99,907,907,23.08,0.08,0.2,0.5,True,Action / Shooter / Platformer,23.08,0.0,23.08,,,0.08,0.0,0.08,,,0.2,0.0,0.2,,,3rd Party
343,Those Who Remain,https://www.xbox.com/en-us/games/store/Those-Who-Remain/9MWSQ6NPV189,9MWSQ6NPV189,Xbox / PC,Yes,Removed,Jan 2025,May 2020,49,Adventure,No relation,M,"Blo, ParNud, StrLan, Vio",,19,camel 101,False,,,wired productions,2020-05-28T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,2.4,0.0,0,1304,0,0,2.99,2094,754,0.0,0.0,-2.4,-2.4,False,Adventure,13.64,-13.64,14.29,,,0.02,-0.02,0.03,,,0.0,-2.4,0.2,,,3rd Party
344,Figment,https://www.xbox.com/en-us/games/store/figment-journey-into-the-mind/BS0P7HLFPPP0,BS0P7HLFPPP0,Xbox / PC,Yes,Removed,Jan 2025,Sep 2017,75,Puzzle / Action-Adventure,No relation,E10,"CruHum, FanVio, Lan, MilBlo",,26,bedtime digital games,False,,,bedtime digital games,2022-11-16T00:00:00.0000000Z,30Days,4.8,0.0,0,5,0,0,7Days,5.0,0.0,0,1,0,0,AllTime,4.1,0.0,0,952,0,0,19.99,3067,754,20.0,0.11,0.7,0.9,False,Puzzle / Action-Adventure,10.0,10.0,20.0,,,0.055,0.055,0.11,,,-1.5499999999999998,2.25,0.7,,,3rd Party
345,Humankind,https://www.xbox.com/en-us/games/store/HUMANKIND/9PM7HXJ92D6W,9PM7HXJ92D6W,Xbox / PC,Yes,Removed,Dec 2024,Aug 2021,78,Strategy,No relation,E10+,"Mild Violence, Alcohol Reference, Mild Language",,21,amplitude studios,False,,,sega,2021-08-17T14:00:00.0000000Z,30Days,1.0,0.0,0,1,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.3,0.0,0,3471,0,0,49.99,1637,1637,0.0,0.0,-2.3,-3.3,True,Strategy,0.0,0.0,25.0,,,0.0,0.0,0.12,,,-0.5,-1.7999999999999998,0.0,,,3rd Party
346,Tin Hearts,https://www.xbox.com/en-us/games/store/tin-hearts/9MZSWZD5TDZP,9MZSWZD5TDZP,Xbox / PC,Yes,Removed,Dec 2024,Nov 2018,66,Puzzle,No relation,E,,,30,rogue sun ltd.,False,,,wired productions,2023-05-16T13:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.0,0.0,0,739,0,0,4.99,2641,785,0.0,0.0,-3.0,-3.0,False,Puzzle,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-1.15,-1.85,-1.7,,,3rd Party
347,Rainbow Billy: The Curse of the Leviathan,https://www.xbox.com/en-us/games/store/Rainbow-Billy-The-Curse-of-the-Leviathan/9PMGFL6KM0T2,9PMGFL6KM0T2,Xbox / PC,Yes,Removed,Dec 2024,Oct 2021,86,RPG / Action-Adventure,No relation,E,,,28,manavoid entertainment,False,,,skybound games,2021-10-05T07:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.1,0.0,0,780,0,0,19.99,1576,1150,0.0,0.0,-3.1,-3.1,False,RPG / Action-Adventure,21.715,-21.715,0.0,,,0.05500000000000001,-0.05500000000000001,0.0,,,-0.1,-3.0,-3.1,,,3rd Party
348,Forza Horizon 4,https://www.xbox.com/en-us/games/store/Forza-Horizon-4/9PNQKHFLD2WQ,9PNQKHFLD2WQ,Xbox / PC,Yes,Removed,Dec 2024,Sep 2018,92,Driving/Racing,Optimized,E,,,33,playground games,False,,,xbox game studios,9998-12-30T00:00:00.0000000Z,30Days,4.6,0.0,0,150,0,0,7Days,4.4,0.0,0,45,0,0,AllTime,4.8,0.0,0,2031087,0,0,0.0,2702,2672,30.0,0.0,-0.2,-0.4,False,Driving/Racing,0.0,30.0,0.0,,,0.0,0.0,0.0,,,0.1,-0.30000000000000004,-0.2,,,1st Party
349,Spirit of the North: Enhanced Edition,https://www.xbox.com/en-us/games/store/Spirit-of-the-North-Enhanced-Edition/9MVL42NJFVZ2,9MVL42NJFVZ2,Xbox / PC,Yes,Removed,Nov 2024,Nov 2019,64,Platformer / Action-Adventure,No relation,E,,,20,infuse studio,False,,,silver lining interactive,2023-12-01T00:00:00.0000000Z,30Days,4.1,0.0,0,9,0,0,7Days,4.0,0.0,0,2,0,0,AllTime,3.7,0.0,0,1531,0,0,24.99,2276,785,22.22,0.13,0.4,0.3,False,Platformer / Action-Adventure,25.395,-3.1750000000000007,8.33,,,0.10500000000000001,0.024999999999999994,0.1,,,0.25,0.15000000000000002,0.4,,,3rd Party
350,Remnant: From the Ashes,https://www.xbox.com/en-us/games/store/Remnant-From-the-Ashes/9PBHXGWZTS2N,9PBHXGWZTS2N,Xbox / PC,Yes,Removed,Nov 2024,Aug 2019,81,Action / RPG / Shooter,No relation,M,"Blood, Strong Language, Violence",,15,"gunfire games, llc",False,,,arc games,2019-08-20T00:00:00.0000000Z,30Days,4.3,0.0,0,7,0,0,7Days,5.0,0.0,0,2,0,0,AllTime,3.8,0.0,0,7803,0,0,39.99,2368,815,28.57,0.03,0.5,1.2,False,Action / RPG / Shooter,24.285,4.285,28.57,,,0.05,-0.020000000000000004,0.03,,,0.55,-0.050000000000000044,0.5,,,3rd Party
351,Rollerdrome,https://www.xbox.com/en-us/games/store/rollerdrome/9PLTZHF1J8BM,9PLTZHF1J8BM,Xbox / PC,Yes,Removed,Nov 2024,Aug 2022,79,Action,Exclusive,M,"Vio, Blo, StrLan",,17,roll7,False,,,2k,2025-06-03T16:00:00.0000000Z,30Days,4.2,0.0,0,5,0,0,7Days,1.0,0.0,0,1,0,0,AllTime,4.5,0.0,0,32,0,0,29.99,1272,815,20.0,3.12,-0.3,-3.5,False,Action,13.64,6.359999999999999,17.95,,,0.02,3.1,0.1,,,0.0,-0.3,0.0,,,3rd Party
352,Conan Exiles,https://www.xbox.com/en-us/games/store/Conan-Exiles/C2X6ZCNKN2WR,C2X6ZCNKN2WR,Xbox / PC,Yes,Removed,Nov 2024,May 2018,64,Action / RPG,Optimized,M,"Nudity, Use of Alcohol, Blood and Gore, Language, Intense Violence",,29,funcom,False,,,funcom,2018-05-08T00:00:00.0000000Z,30Days,3.4,0.0,0,30,0,0,7Days,2.7,0.0,0,3,0,0,AllTime,3.0,0.0,0,10974,0,0,49.99,2825,1729,10.0,0.03,0.4,-0.3,False,Action / RPG,0.0,10.0,14.525,,,0.0,0.03,0.06,,,0.1,0.30000000000000004,0.45,,,3rd Party
353,Goat Simulator,https://www.xbox.com/en-us/games/store/Goat-Simulator/BV0NM309K1TL,BV0NM309K1TL,Xbox / PC,Yes,Removed,Nov 2024,Apr 2014,58,Simulation,No relation,T,"Blood, Violence",,19,coffee stain studios / double eleven limited,True,,,double eleven limited,2015-04-17T00:00:00.0000000Z,30Days,4.4,0.0,0,17,0,0,7Days,4.3,0.0,0,9,0,0,AllTime,4.1,0.0,0,23472,0,0,9.99,4316,1029,52.94,0.04,0.3,0.2,False,Simulation,16.67,36.269999999999996,10.0,,,0.04,0.0,0.02,,,-0.1,0.4,-0.15,,,3rd Party
354,Lonely Mountains: Downhill,https://www.xbox.com/en-us/games/store/Lonely-Mountains-Downhill/9MV6MCVLT8GR,9MV6MCVLT8GR,Xbox / PC,Yes,Removed,Oct 2024,Oct 2019,79,Sports / Driving/Racing,No relation,E10+,Mild Blood,,26,megagon industries,False,,,megagon industries,2019-10-23T15:00:00.0000000Z,30Days,4.8,0.0,0,6,0,0,7Days,4.8,0.0,0,5,0,0,AllTime,3.6,0.0,0,3418,0,0,19.99,2307,2307,83.33,0.15,1.2,1.2,True,Sports / Driving/Racing,19.64,63.69,83.33,,,0.15,0.0,0.15,,,1.1,0.09999999999999987,1.2,,,3rd Party
355,Dyson Sphere Program (Game Preview),https://www.xbox.com/en-us/games/store/Dyson-Sphere-Program-Game-Preview/9MTX4JNKL3FS,9MTX4JNKL3FS,PC,None,Removed,Oct 2024,Jan 2021,,Strategy / Simulation,No relation,E,,,12,youthcat studio,False,,,gamirror games,2022-10-13T00:00:00.0000000Z,30Days,1.0,0.0,0,1,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.4,0.0,0,809,0,0,19.99,1849,1211,0.0,0.0,-3.4,-4.4,False,Strategy / Simulation,8.335,-8.335,0.0,,,0.005,-0.005,0.0,,,0.2,-3.6,0.7,,,3rd Party
356,Everspace 2,https://www.xbox.com/en-us/games/store/everspace-2/9PFX7F33KVG8,9PFX7F33KVG8,Xbox / PC,Yes,Removed,Oct 2024,Jan 2021,76,Action / Shooter,Exclusive,T,"Violence, Blood, Language",,37,rockfish games,False,,,rockfish games,2023-08-15T17:00:00.0000000Z,30Days,3.2,0.0,0,6,0,0,7Days,3.0,0.0,0,1,0,0,AllTime,3.9,0.0,0,3215,0,0,49.99,1849,1576,16.67,0.03,-0.7,-0.9,False,Action / Shooter,16.67,0.0,0.0,,,0.01,0.019999999999999997,0.0,,,0.2,-0.8999999999999999,-0.2,,,3rd Party
357,Phoenix Wright: Ace Attorney Trilogy,https://www.xbox.com/en-us/games/store/Phoenix-Wright-Ace-Attorney-Trilogy/C4R4RB3SB1NN,C4R4RB3SB1NN,Xbox / PC,Yes,Removed,Sep 2024,Apr 2012,80,Adventure / Compilation / Puzzle,No relation,T,"Violence, Blood, Suggestive Themes, Use of Tobacco",,28,capcom,False,,,capcom,2019-04-09T00:00:00.0000000Z,30Days,5.0,0.0,0,11,0,0,7Days,5.0,0.0,0,4,0,0,AllTime,4.2,0.0,0,2857,0,0,29.99,5046,876,36.36,0.14,0.8,0.8,False,Adventure / Compilation / Puzzle,36.36,0.0,36.36,,,0.14,0.0,0.14,,,0.8,0.0,0.8,,,3rd Party
358,Let's Build A Zoo,https://www.xbox.com/en-us/games/store/lets-build-a-zoo/9P8N66DTG10T,9P8N66DTG10T,Xbox / PC,Yes,Removed,Sep 2024,Nov 2021,78,Simulation,No relation,E10+,"Alcohol Reference, Comic Mischief, Mild Blood, Mild Violence",,16,springloaded,False,,,no more robots,2022-09-29T00:00:00.0000000Z,30Days,3.0,0.0,0,2,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.5,0.0,0,1041,0,0,19.99,1545,1241,0.0,0.0,-0.5,-3.5,False,Simulation,16.67,-16.67,0.0,,,0.04,-0.04,0.0,,,-0.1,-0.4,-0.15,,,3rd Party
359,My Time at Portia,https://www.xbox.com/en-us/games/store/My-Time-At-Portia/BX1FZX1X4132,BX1FZX1X4132,Xbox / PC,Yes,Removed,Sep 2024,Apr 2019,73,RPG / Simulation,FPS Boost,E10+,"Fantasy Violence, Crude Humor, Alcohol Reference, Mild Suggestive Themes",,22,pathea games,False,,,team17,2019-04-16T00:00:00.0000000Z,30Days,3.0,0.0,0,1,0,0,7Days,3.0,0.0,0,1,0,0,AllTime,3.8,0.0,0,1973,0,0,29.99,2490,2399,100.0,0.05,-0.8,-0.8,False,RPG / Simulation,100.0,0.0,100.0,,,0.05,0.0,0.05,,,-0.8,0.0,-0.8,,,3rd Party
360,DOOM II: Hell on Earth,https://www.xbox.com/en-us/games/store/DOOM-II/BRJXN52GVNLG,BRJXN52GVNLG,Xbox / PC,Yes,Removed,Aug 2024,Sep 1994,80,First-Person Shooter,No relation,M,"Intense Violence, Blood and Gore",,16,id software,False,,,bethesda softworks,2010-05-24T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.8,0.0,0,977,0,0,0.0,11468,1790,0.0,0.0,-4.8,-4.8,False,First-Person Shooter,24.04,-24.04,26.295,,,0.08,-0.08,0.085,,,0.0,-4.8,0.05,,,1st Party
361,Airborne Kingdom,https://www.xbox.com/en-us/games/store/Airborne-Kingdom/9NCX7DGDZGF4,9NCX7DGDZGF4,Xbox / PC,Yes,Removed,Aug 2024,Dec 2020,76,Strategy / Real-Time Strategy,No relation,RP,,,20,the wandering band,False,,,freedom games,2021-11-09T06:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.8,0.0,0,918,0,0,24.99,1880,907,0.0,0.0,-3.8,-3.8,False,Strategy / Real-Time Strategy,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-3.0,-0.7999999999999998,-3.8,,,3rd Party
362,Shadow Warrior 3: Definitive Edition,https://www.xbox.com/en-us/games/store/shadow-warrior-3-definitive-edition/9NTVR62GF2TF,9NTVR62GF2TF,Xbox / PC,Yes,Removed,Aug 2024,Mar 2022,71,First-Person Shooter / Action-Adventure,No relation,M,"Blood and Gore, Intense Violence, Mild Sexual Themes, Strong Language",,15,flying wild hog,False,,,devolver digital,2023-02-16T17:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.4,0.0,0,1062,0,0,39.99,1425,1088,0.0,0.0,-3.4,-3.4,False,First-Person Shooter / Action-Adventure,0.0,0.0,7.145,,,0.0,0.0,0.045,,,0.0,-3.4,0.1,,,3rd Party
363,A Short Hike,https://www.xbox.com/en-us/games/store/a-short-hike/9NK78DF207SD,9NK78DF207SD,Xbox / PC,Yes,Removed,Jul 2024,Jul 2019,82,Action-Adventure,No relation,E,,,22,adam robinson-yu,False,,,whippoorwill limited,2021-11-16T14:00:00.0000000Z,30Days,5.0,0.0,0,6,0,0,7Days,5.0,0.0,0,1,0,0,AllTime,4.7,0.0,0,4155,0,0,7.99,2399,907,16.67,0.02,0.3,0.3,False,Action-Adventure,18.575,-1.9049999999999976,27.33,,,0.055,-0.035,0.35,,,0.0,0.3,0.3,,,3rd Party
364,Cricket 22,https://www.xbox.com/en-us/games/store/Cricket-22/9NWNX54ZMT1K,9NWNX54ZMT1K,Xbox / PC,Yes,Removed,Jul 2024,Dec 2021,61,Sports / Cricket,No relation,E,,,40,nacon,False,,,nacon,2021-12-02T00:00:00.0000000Z,30Days,5.0,0.0,0,1,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.2,0.0,0,1754,0,0,59.99,1515,1394,0.0,0.0,1.8,-3.2,False,Sports / Cricket,0.0,0.0,0.0,,,0.0,0.0,0.0,,,1.8,0.0,1.8,,,3rd Party
365,Story of Seasons: Friends of Mineral Town,https://www.xbox.com/en-us/games/store/STORY-OF-SEASONS-Friends-of-Mineral-Town-Digital-Edition/9P3RG7BTFGBS,9P3RG7BTFGBS,Xbox / PC,None,Removed,Jun 2024,Oct 2019,72,Simulation,No relation,E10+,"Comic Mischief, Suggestive Themes, Use of Alcohol",,16,marvelous inc.,False,,,marvelous inc.,2021-10-26T16:00:00.0000000Z,30Days,5.0,0.0,0,2,0,0,7Days,5.0,0.0,0,1,0,0,AllTime,3.8,0.0,0,404,0,0,39.99,2307,968,50.0,0.25,1.2,1.2,False,Simulation,16.67,33.33,0.0,,,0.04,0.21,0.0,,,-0.1,1.3,-0.15,,,3rd Party
366,Stranded Deep,https://www.xbox.com/en-us/games/store/Stranded-Deep/9NXNST9MKMK1,9NXNST9MKMK1,Xbox / PC,Yes,Removed,Jun 2024,Jan 2015,75,Adventure / Simulation,No relation,T,"Blood, Crude Humor, Mild Violence",,16,fun labs,False,,,beam team publishing,2020-04-21T05:00:00.0000000Z,30Days,3.6,0.0,0,28,0,0,7Days,2.9,0.0,0,14,0,0,AllTime,3.1,0.0,0,8258,0,0,19.99,4041,1119,50.0,0.17,0.5,-0.2,False,Adventure / Simulation,0.0,50.0,25.0,,,0.0,0.17,0.085,,,0.2,0.3,0.35,,,3rd Party
367,Just Cause 4: Reloaded,https://www.xbox.com/en-us/games/store/Just-Cause-4-Reloaded/9P9MC8B7R5FP,9P9MC8B7R5FP,Xbox / PC,Yes,Removed,May 2024,Dec 2018,69,Action-Adventure,No relation,M,"Blood, Strong Language, Intense Violence",,12,avalanche studios,False,,,square enix,2019-11-07T00:00:00.0000000Z,30Days,5.0,0.0,0,5,0,0,7Days,5.0,0.0,0,3,0,0,AllTime,3.3,0.0,0,1322,0,0,39.99,2611,1729,60.0,0.23,1.7,1.7,False,Action-Adventure,18.575,41.425,20.0,,,0.055,0.17500000000000002,0.09,,,0.0,1.7,-0.1,,,3rd Party
368,Pikuniku,https://www.xbox.com/en-us/games/store/Pikuniku/9N8WRDC25K6J,9N8WRDC25K6J,Xbox / PC,Yes,Removed,Apr 2024,Jan 2019,76,Puzzle / Platformer,No relation,E,"Mild Fantasy Violence, Mild Language",,14,sectordub,False,,,devolver digital,2020-03-12T00:00:00.0000000Z,30Days,5.0,0.0,0,2,0,0,7Days,5.0,0.0,0,1,0,0,AllTime,4.4,0.0,0,2140,0,0,12.99,2580,2155,50.0,0.05,0.6,0.6,False,Puzzle / Platformer,0.0,50.0,0.0,,,0.0,0.05,0.0,,,-3.55,4.1499999999999995,-3.7,,,3rd Party
369,Back 4 Blood,https://www.xbox.com/en-us/games/store/Back-4-Blood/BXLL06QN8HVP,BXLL06QN8HVP,Xbox / PC,Yes,Removed,Apr 2024,Oct 2021,77,First-Person Shooter,Optimized,M,"Intense Violence, Blood and Gore, Strong Language, Drug Reference",,22,turtle rock studios,False,,,warner bros. games,2021-10-12T00:00:00.0000000Z,30Days,4.0,0.0,0,37,0,0,7Days,4.0,0.0,0,8,0,0,AllTime,3.1,0.0,0,22392,0,0,59.99,1576,1576,21.62,0.04,0.9,0.9,True,First-Person Shooter,24.04,-2.419999999999998,26.295,,,0.08,-0.04,0.085,,,0.0,0.9,0.05,,,3rd Party
370,F1 2021,https://www.xbox.com/en-us/games/store/F1-2021/9N6J02VPG635,9N6J02VPG635,Xbox,Yes,Removed,Jan 2024,Jul 2021,84,Driving/Racing,No relation,E,Mild Language,,22,electronic arts,False,,,electronic arts,2021-07-16T00:00:00.0000000Z,30Days,5.0,0.0,0,2,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.1,0.0,0,2289,0,0,0.0,1668,1425,0.0,0.0,1.9,-3.1,False,Driving/Racing,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.1,1.7999999999999998,-0.2,,,3rd Party
371,Opus Magnum,https://www.xbox.com/en-us/games/store/Opus-Magnum/9P5QNLWDKHPF,9P5QNLWDKHPF,PC,None,Removed,Dec 2023,Dec 2017,90,Puzzle,No relation,T,"Violent References, Suggestive Themes",,9,zachtronics,False,,,zachtronics,2019-06-09T07:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.3,0.0,0,276,0,0,19.99,2976,1241,0.0,0.0,-4.3,-4.3,False,Puzzle,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-1.15,-3.15,-3.3,,,3rd Party
372,Battlefield 1943,https://www.xbox.com/en-us/games/store/Battlefield-1943/C1QQ7GM9HLKG,C1QQ7GM9HLKG,Xbox,None,Removed,Nov 2023,Jul 2009,83,Action / First-Person Shooter / Vehicular Combat,No relation,T,Violence,,16,electronic arts,False,,,electronic arts,2010-06-14T00:00:00.0000000Z,30Days,5.0,0.0,0,2,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.2,0.0,0,1389,0,0,0.0,6051,1910,0.0,0.0,0.8,-4.2,False,Action / First-Person Shooter / Vehicular Combat,11.615,-11.615,0.0,,,0.125,-0.125,0.0,,,0.65,0.15000000000000002,0.8,,,3rd Party
373,Battlefield: Bad Company,https://www.xbox.com/en-us/games/store/Battlefield-Bad-Company/BQ81KKJMM7ZD,BQ81KKJMM7ZD,Xbox,None,Removed,Nov 2023,Jun 2008,83,Action / First-Person Shooter,No relation,T,"Alcohol Reference, Strong Language, Violence",,14,electronic arts,False,,,electronic arts,2010-02-18T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.2,0.0,0,873,0,0,0.0,6446,1910,0.0,0.0,-4.2,-4.2,False,Action / First-Person Shooter,15.48,-15.48,0.0,,,0.12,-0.12,0.0,,,0.30000000000000004,-4.5,-4.2,,,3rd Party
374,Battlefield: Bad Company 2,https://www.xbox.com/en-us/games/store/Battlefield-Bad-Company-2/C0JN2J76L7C9,C0JN2J76L7C9,Xbox / PC,None,Removed,Nov 2023,Mar 2010,88,First-Person Shooter,No relation,M,"Blood, Strong Language, Violence",,18,digital illusions ce ab,False,,,electronic arts,2010-03-02T00:00:00.0000000Z,30Days,5.0,0.0,0,4,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.5,0.0,0,1970,0,0,0.0,5808,1910,0.0,0.0,0.5,-4.5,False,First-Person Shooter,24.04,-24.04,26.295,,,0.08,-0.08,0.085,,,0.0,0.5,0.05,,,3rd Party
